stylesheet,selector,snippet
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css?ver=0.7.3","@keyframes shimmer","0% { background-position: 0% 50%; } 100% { background-position: 200% 50%; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css?ver=0.7.3","/* Pulso sutil del texto */ @keyframes textPulse","0%, 100% { opacity: .85; } 50% { opacity: 1; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css?ver=0.7.3","/* Puntos con fade escalonado (sin mover el texto) */ @keyframes dotFade","0%, 100% { opacity: .2; } 50% { opacity: 1; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css?ver=0.7.3","/* 12. AJUSTES DE INTEGRACIÓN (H2H en Perfil) ------------------------------------------------------------------- */ .futbolin-tab-content .h2h-results-area","color: var(--futbolin-text-dark);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css?ver=0.7.3",".futbolin-tab-content .h2h-main-scoreboard","padding: 20px; background-color: var(--futbolin-bg-highlight); border-radius: var(--futbolin-border-radi"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css?ver=0.7.3",".futbolin-tab-content .score-ring","width: 150px; height: 150px; border-color: var(--futbolin-border-color);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css?ver=0.7.3",".futbolin-tab-content .score-number","font-size: 3em;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css?ver=0.7.3",".futbolin-tab-content .score-label","color: var(--futbolin-text-dark);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css?ver=0.7.3",".futbolin-tab-content .h2h-stats-comparison","border: none; padding: 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css?ver=0.7.3",".futbolin-tab-content .stat-row","grid-template-columns: 1fr auto 1fr; padding: 15px 10px; border-radius: 5px; border: none; mar"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css?ver=0.7.3",".futbolin-tab-content .stat-row:nth-child(even)","background-color: var(--futbolin-bg-highlight);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css?ver=0.7.3",".futbolin-tab-content .h2h-match-breakdown h3","border-color: var(--futbolin-color-secondary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css?ver=0.7.3",".futbolin-tab-content .h2h-breakdown-table","background-color: var(--futbolin-bg-card-hover); border-radius: var(--futbolin-border-radius-main); over"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css?ver=0.7.3",".futbolin-tab-content .h2h-breakdown-table th, .futbolin-tab-content .h2h-breakdown-table td","border-color: var(--futbolin-border-color);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css?ver=0.7.3",".futbolin-tab-content .h2h-breakdown-table th","background-color: var(--futbolin-bg-main);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/05-sidebar-forms.css?ver=0.7.3","/* 5. SIDEBAR Y FORMULARIOS ------------------------------------------------------------------- */ .futbolin-sidebar .futbolin-card","background-color: var(--futbolin-bg-card-hover); border: 1px solid var(--futbolin-border-color); padding"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/05-sidebar-forms.css?ver=0.7.3",".futbolin-search-form input[type=""text""]:focus","outline: none; border-color: var(--futbolin-color-primary); box-shadow: 0 0 0 3px var(--futbolin-bg-high"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/05-sidebar-forms.css?ver=0.7.3",".futbolin-search-form button","height: 50%; background-color: var(--futbolin-color-primary); color: #fff; font-weight: bold;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/05-sidebar-forms.css?ver=0.7.3",".futbolin-search-form button:hover","background-color: #2563eb; border-color: #2563eb;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/13-scrollbar.css?ver=0.7.3","/* 13. ESTILOS PARA LA BARRA DE DESPLAZAMIENTO (Scrollbar) ------------------------------------------------------------------- */ /* Funciona en navegadores basados en WebKit (Chrome, Edge, Safari, etc.) */ .search-results-dropdown::-webkit-scrollbar","width: 8px; /* Hacemos la barra más fina */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/13-scrollbar.css?ver=0.7.3",".search-results-dropdown::-webkit-scrollbar-track","background: var(--futbolin-bg-card-hover); border-radius: 10px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/13-scrollbar.css?ver=0.7.3",".search-results-dropdown::-webkit-scrollbar-thumb","background-color: var(--futbolin-border-color); border-radius: 10px; border: 2px solid var(--futbolin-bg"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/13-scrollbar.css?ver=0.7.3",".search-results-dropdown::-webkit-scrollbar-thumb:hover","background-color: var(--futbolin-text-muted);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/03-layout.css?ver=0.7.3",".futbolin-main-content.main-content-full-width","/* NUEVA REGLA: Anula el flex-basis y permite que el contenedor se estire */ flex-basis: 100%;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/03-layout.css?ver=0.7.3",".futbolin-hall-of-fame-container","display: grid; grid-template-columns: 1fr 1fr; gap: 30px; margin-top: 30px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/03-layout.css?ver=0.7.3","@media (max-width: 768px)",".futbolin-hall-of-fame-container { grid-template-columns: 1fr; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/03-layout.css?ver=0.7.3","/* ESTILOS PARA EL BUSCADOR DEL HALL OF FAME */ .futbolin-search-hall-of-fame","margin-top: 20px; padding-top: 20px; border-top: 1px solid var(--futbolin-border-color);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/03-layout.css?ver=0.7.3",".futbolin-search-hall-of-fame .search-wrapper","display: flex; align-items: center; gap: 10px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/03-layout.css?ver=0.7.3",".futbolin-search-hall-of-fame .futbolin-live-search","flex: 1;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3","/* -- admin-styles.css -- */ @import url('https://fonts.googleapis.com/css2?family=Poppins:wght@400;600;700&display=swap'); .wrap","font-family: 'Poppins', sans-serif; font-size: 16px; /* Aumentamos el tamaño base de la fuente */ line-heig"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3","h1.futbolin-admin-header","font-size: 2.5rem; /* Hacemos el título principal mucho más grande */ font-weight: 700; color: #333; bo"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".futbolin-admin-layout","display: flex; gap: 30px; margin-top: 30px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".futbolin-content-area","flex-grow: 1; background-color: #fff; padding: 30px; border: 1px solid #c3c4c7; border-radius: 8px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3","/* Estilos de la página de inicio */ .logo-container","display: flex; flex-direction: column; align-items: center; text-align: center; margin-bottom: 30px"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".fefm-logo","width: 250px; /* Hacemos el logo más grande */ height: auto; margin-bottom: 20px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".welcome-title","margin: 0; font-size: 2.2rem; font-weight: 700; color: #333; border-bottom: none;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".developer-info-card","background-color: #f9f9f9;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".developer-info-card h3","font-size: 1.4rem; border-bottom: 1px solid #e0e0e1; padding-bottom: 10px; margin-bottom: 15px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".contact-info","margin-top: 25px; padding-top: 20px; border-top: 1px dashed #e0e0e1;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".contact-text","font-style: italic; color: #666;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".contact-email","font-weight: 600; color: #0073aa; font-size: 1.1rem;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3","/* Estilos de la pestaña de cálculos */ .stats-control-group","margin-bottom: 30px; padding-bottom: 20px; border-bottom: 1px dashed #e0e0e1;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".stats-control-group h4","font-size: 1.2rem; font-weight: 600; margin-top: 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".stats-control-group:last-child","border-bottom: none; padding-bottom: 0; margin-bottom: 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".button-group","display: flex; gap: 10px; /* Añade espacio entre los botones */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".button-danger","background-color: #d63638; color: #fff; border-color: #d63638;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".button-danger:hover","background-color: #c62a2d; color: #fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".futbolin-progress-bar-wrapper","background-color: #e1e1e1; border-radius: 4px; overflow: hidden; margin-top: 10px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3","#futbolin-progress-bar","width: 0; height: 30px; /* Aumentamos la altura de la barra de progreso */ background-color: #0073aa; t"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3","#futbolin-progress-status","font-weight: 600; font-size: 1rem; margin-bottom: 10px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".stats-message","font-style: italic; font-size: 1rem; margin-top: 10px; color: #555;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".stats-message strong","font-weight: bold; color: #333;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3","/* === Futbolín Admin Tabs/Menu (restored) === */ .futbolin-admin-layout","display:flex;gap:24px;align-items:flex-start"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".futbolin-tabs-nav a .dashicons","font-size:18px;line-height:1"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".futbolin-tabs-nav a.active .dashicons","color:#fff"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3",".futbolin-content","flex:1;min-width:0"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/21-admin-styles.css?ver=0.7.3","@media (max-width: 1024px)",".futbolin-admin-layout{flex-direction:column} .futbolin-sidebar{position:relative;top:auto;width:auto}"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/10-pagination.css?ver=0.7.3",".futbolin-paginacion a:hover","background-color: var(--futbolin-color-primary); color: #fff; border-color: var(--futbolin-color-primary"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/10-pagination.css?ver=0.7.3","/* Quitar “burbuja” en los números de la leyenda del pager */ .futbolin-paginacion .page-indicator #hof-page-now, .futbolin-paginacion .page-indicator #hof-page-total","background: transparent !important; border: none !important; box-shadow: none !important; padding: 0 !impor"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3","/** * Archivo: assets/css/15-futbolin-h2h.css * Descripción: Estilos para la comparativa Head-to-Head (H2H). */ .h2h-results-area","background: var(--futbolin-bg, #111); color: var(--futbolin-text, #fff); border-radius: 12px; padding: 20px"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".h2h-results-area.dark-theme","background: #1a1a1a; color: #f2f2f2;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".h2h-main-scoreboard","display: flex; justify-content: space-between; align-items: center; margin-bottom: 25px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".h2h-main-scoreboard .player-card","flex: 1; text-align: center;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".h2h-main-scoreboard .player-name","font-size: 1.2em; margin-top: 8px; font-weight: 600;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".h2h-main-scoreboard .score-center","flex: 1; text-align: center;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".score-ring","display: flex; justify-content: center; align-items: center; gap: 10px; font-size: 1.5em; font-weight"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".score-number.player-1-color","color: #4cafef;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".score-number.player-2-color","color: #e74c3c;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".vs-text","font-size: 0.9em; opacity: 0.7;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".h2h-stats-comparison","margin-bottom: 25px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".h2h-stats-comparison .stat-row","display: flex; justify-content: space-between; padding: 8px 0; border-bottom: 1px solid rgba(255,255,255,0."
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".h2h-stats-comparison .stat-row.highlighted","font-weight: bold; background: rgba(255,255,255,0.05);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".h2h-stats-comparison .stat-label","flex: 1; text-align: center; opacity: 0.8;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".h2h-match-breakdown","margin-top: 25px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".h2h-breakdown-table","width: 100%; border-collapse: collapse;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".h2h-breakdown-table th, .h2h-breakdown-table td","border: 1px solid rgba(255,255,255,0.15); padding: 6px 10px; text-align: center; font-size: 0.9em;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".h2h-breakdown-table th","background: rgba(255,255,255,0.08); font-weight: 600;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".h2h-breakdown-table tr.winner-p1","background: rgba(76, 175, 239, 0.1);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3",".h2h-breakdown-table tr.winner-p2","background: rgba(231, 76, 60, 0.1);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/15-futbolin-h2h.css?ver=0.7.3","@media (max-width: 768px)",".h2h-main-scoreboard { flex-direction: column; gap: 15px; } .h2h-stats-comparison .stat-row {"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css","/* 90-compat-override.css Propósito: blindar el layout del plugin frente a estilos de temas/builder (Astra, Elementor, etc.) Nota: Solo se usan !important en propiedades estructurales. */ /* 1) Asegurar que el wrapper sale del contenedor del tema y ocupa todo el ancho */ .entry-content .futbolin-full-bleed-wrapper, .site-main .futbolin-full-bleed-wrapper, .ast-container .futbolin-full-bleed-wrapper, .ast-separate-container .futbolin-full-bleed-wrapper","width: 100vw !important; margin-left: calc(50% - 50vw) !important; margin-right: calc(50% - 50vw) !important; m"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css","/* 2) Neutralizar paddings/márgenes heredados por el tema */ .futbolin-full-bleed-wrapper, .futbolin-full-bleed-wrapper .futbolin-content-container","padding-left: 20px !important; padding-right: 20px !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css",".ast-container .futbolin-content-container, .entry-content .futbolin-content-container","margin-left: auto !important; margin-right: auto !important; max-width: 1280px !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css","@media (max-width: 1024px)",".futbolin-layout-container.with-sidebar { grid-template-columns: 1fr !important; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css","/* 5) Box-sizing consistente dentro del plugin */ .futbolin-full-bleed-wrapper, .futbolin-full-bleed-wrapper *","box-sizing: border-box !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css","/* 6) Aislar tipografías del tema (solo contenedores plugin) */ .futbolin-full-bleed-wrapper, .futbolin-full-bleed-wrapper *","font-family: var(--futbolin-font-family-base, system-ui, -apple-system, Segoe UI, Roboto, Arial, sans-serif) !importa"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css","/* 7) Sanitizar títulos/espacios que Astra suele alterar */ .ast-single-post .entry-title .futbolin-full-bleed-wrapper, .ast-page-builder-template .entry-title .futbolin-full-bleed-wrapper","margin-top: 0 !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css",".entry-content .futbolin-full-bleed-wrapper > :first-child","margin-top: 0 !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css",".entry-content .futbolin-full-bleed-wrapper > :last-child","margin-bottom: 0 !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css","/* 8) Botón ""subir arriba"" pegado al contenedor del plugin */ .futbolin-layout-container.with-sidebar .rf-back-to-top","position: sticky !important; bottom: 24px !important; align-self: end !important; margin-left: auto !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css","/* 9) Corrección de contenedores del tema que imponen overflow/ocultan el full-bleed */ .ast-container, .site-content, .entry-content","overflow: visible !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css","/* 10) No interferir fuera del plugin */ :where(.futbolin-full-bleed-wrapper) :where(.ast-container, .entry-content, .site-content)","all: unset;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css","/* Mini-fix: ensure ""volver arriba"" arrow is visible and clickable */ /* Ensure the specific back-to-top button is visible and above overlays */ /* Auto-hide back-to-top at page top */ /* ========================================================= TOP-3 HIGHLIGHT & MEDAL ICONS (safe, theme-proof) - Fills the FULL row background for 1º/2º/3º - Replaces the numeric badge with medal emoji - Works across all known markup variants - Uses :has() when available + .top-[1..3] fallback via JS ========================================================= */ :root","--rf-gold-1: #fff6cc; --rf-gold-2: #f4d35e; --rf-gold-border: #e1b700; --rf-silver-1: #f4f6f8; --rf-silver-2:"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css",".futbolin-card .ranking-row a[href]:hover, .futbolin-ranking .ranking-row a[href]:hover, .futbolin-layout-container .ranking-row a[href]:hover, li.ranking-row a[href]:hover, .ranking-row .ranking-player-details a[href]:hover, .ranking-row .ranking-player-name-cell a[href]:hover, .ranking-row .jug a[href]:hover, .ranking-row h4 a[href]:hover","color: var(--futbolin-text-headings, #111827) !important; text-decoration: none !important; opacity: .95;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/90-compat-override.css",".futbolin-card .ranking-row a[href]:focus, .futbolin-ranking .ranking-row a[href]:focus, .futbolin-layout-container .ranking-row a[href]:focus, li.ranking-row a[href]:focus, .ranking-row .ranking-player-details a[href]:focus, .ranking-row .ranking-player-name-cell a[href]:focus, .ranking-row .jug a[href]:focus, .ranking-row h4 a[href]:focus","outline: auto; text-decoration: none !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/18-ranking-controls.css","/* 18. CONTROLES DEL RANKING (TAMAÑO DE PÁGINA) ------------------------------------------------------------------- */ .ranking-controls","display: flex; justify-content: space-between; align-items: center; margin-bottom: 20px; flex-"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/18-ranking-controls.css",".ranking-controls h2","margin-bottom: 0; /* Quitamos el margen inferior del h2 */ border-bottom: none; padding-bottom: 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/18-ranking-controls.css",".page-size-form button:hover","background-color: var(--futbolin-bg-highlight); color: var(--futbolin-color-primary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css","/* 12. AJUSTES DE INTEGRACIÓN (H2H en Perfil) ------------------------------------------------------------------- */ .futbolin-tab-content .h2h-results-area","color: var(--futbolin-text-dark);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css",".futbolin-tab-content .h2h-main-scoreboard","padding: 20px; background-color: var(--futbolin-bg-highlight); border-radius: var(--futbolin-border-radi"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css",".futbolin-tab-content .score-ring","width: 150px; height: 150px; border-color: var(--futbolin-border-color);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css",".futbolin-tab-content .score-number","font-size: 3em;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css",".futbolin-tab-content .score-label","color: var(--futbolin-text-dark);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css",".futbolin-tab-content .h2h-stats-comparison","border: none; padding: 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css",".futbolin-tab-content .stat-row","grid-template-columns: 1fr auto 1fr; padding: 15px 10px; border-radius: 5px; border: none; mar"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css",".futbolin-tab-content .stat-row:nth-child(even)","background-color: var(--futbolin-bg-highlight);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css",".futbolin-tab-content .stat-label","color: var(--futbolin-text-muted);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css",".futbolin-tab-content .h2h-match-breakdown h3","border-color: var(--futbolin-color-secondary);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css",".futbolin-tab-content .h2h-breakdown-table","background-color: var(--futbolin-bg-card-hover); border-radius: var(--futbolin-border-radius-main); over"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css",".futbolin-tab-content .h2h-breakdown-table th, .futbolin-tab-content .h2h-breakdown-table td","border-color: var(--futbolin-border-color);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/12-h2h-integration.css",".futbolin-tab-content .h2h-breakdown-table th","background-color: var(--futbolin-bg-main);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css","/* Que el enlace se adapte también */ .ranking-player-name-cell a","display: block; /* en vez de -webkit-box */ width: 100%; white-space: normal !important; word-break"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css",".futbolin-live-search:focus","border-color: #0073aa; box-shadow: 0 0 0 2px rgba(0, 115, 170, 0.25);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css",".ranking-top-bar .finals-chip","display: inline-flex; align-items: center; justify-content: center; padding: 10px 14px; border: 1px solid var"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css",".ranking-top-bar .finals-chip:hover","background: var(--futbolin-bg-card-hover); border-color: var(--futbolin-color-primary); transform: translateY(-2p"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css",".ranking-top-bar .finals-chip.active","background: var(--futbolin-color-primary); border-color: var(--futbolin-color-primary); color: #fff;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css","/* Ajustes de columnas para pantallas pequeñas */ @media (max-width: 600px)",".ranking-top-bar { grid-template-columns: repeat(auto-fit, minmax(160px, 1fr)); }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css",".futbolin-search-hall-of-fame-container","flex: 1; /* ocupa todo el hueco libre */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css","@media (max-width: 600px)",".ranking-top-bar { flex-direction: column; align-items: stretch; } .page-size-form {"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css",".ranking-controls h2, .ranking-controls .disclaimer","display: block; margin: 0 0 0.5rem 0; /* espacio entre ellos */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css",".ranking-controls","margin-bottom: 1rem; /* deja aire con la barra */"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css",".futbolin-hall-of-fame-wrapper .ranking-table-content .ranking-rows > .ranking-row > .ranking-cell","min-width: 0;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css","/* Nombre en varias líneas sin cortar */ .futbolin-hall-of-fame-wrapper .ranking-player-name-cell, .futbolin-hall-of-fame-wrapper .ranking-player-name-cell a","white-space: normal !important; word-break: break-word; overflow: visible !important; text-overflow: unset !imp"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css","/* Pager del HOF (coherente con ranking) */ #hof-pager .button, #hof-pager-numbers .button","padding: 6px 10px; border: 1px solid #ccc; border-radius: 6px; background: #fff; text-decoration: none; fon"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css","#hof-pager-numbers .button.active","background: #0073aa; color: #fff; border-color: #0073aa;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css","#hof-pager-numbers","display: flex; align-items: center; justify-content: center; gap: 4px; margin-top: 8px; flex-wrap: wrap;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/23-hall-of-fame-styles.css","/* HOF disabled placeholder */ .futb-hall-of-fame","min-height:1rem"
